actual_rul,lightgbm_pred,svm_pred,lstm_pred
92,89.46342352775142,92.64608122597045,107.07459
34,32.30501079902372,31.13854312227857,107.125244
56,48.915757004525936,54.09828703517272,107.07879
183,181.07439777054918,146.237189720329,107.11399
137,164.37567909016747,155.6639613571542,107.13625
137,169.2643548630244,166.19339305803587,107.105415
10,9.002004533581283,10.34832682873941,107.14123
33,34.792048593308905,36.077373995688106,107.04146
196,145.0129914664924,136.94661389627473,107.09344
29,28.967213886223863,38.36323588519541,107.09078
76,59.1152108062775,58.57743613258483,107.0926
136,153.69690313596192,151.554473868895,107.10315
110,134.2210239485585,121.69555030780086,107.14365
93,99.97683121476439,97.91061592627946,107.12466
62,71.82731087499486,67.72699664432204,107.13276
11,12.45598438305091,15.596982752020821,107.10292
180,156.49911778842176,147.8314240761436,107.06315
56,58.798491268630386,60.22020959575785,107.12764
40,43.23081836664824,48.06106307958191,107.09468
69,51.566592095858454,53.70394591920224,107.09746
135,127.73479986906082,120.56946135020482,107.08965
100,145.81552318568282,139.29436943791615,107.09534
135,173.1013775367262,171.0647143485641,107.13032
77,83.93020148413126,84.39253789170589,107.10984
21,29.34344689527208,34.93517813713486,107.09969
135,158.31202904622947,153.62459638530567,107.07212
186,188.54783830558196,193.48107418779023,107.0866
44,42.33232412376121,41.089109426236774,107.14718
140,165.7424016277077,150.0486956063125,107.077354
111,127.23662640300327,136.15255976345273,107.11335
161,142.49996670942994,150.07402599493682,107.09051
139,141.19924594680774,167.57443012133712,107.12653
28,30.98209974583595,42.078328639421905,107.10467
129,117.08389611262041,126.8609630913841,107.081856
108,130.8290410372112,125.30716740624362,107.09914
25,30.80799472132271,40.06307837394623,107.103966
53,71.48047573910343,69.27001391790215,107.06636
113,129.3789918131704,119.78681945379063,107.09219
135,97.78752930892722,91.82418086292245,107.08604
206,164.6954058073664,151.1816894025236,107.10673
87,67.69753842354957,59.56171492621609,107.08552
189,204.2679380285988,200.23841400513862,107.07891
175,188.49581713001749,170.8647416838299,107.12042
84,85.60801976228633,92.01205179021866,107.095436
137,124.92597205770298,114.11513255178679,107.13342
144,103.54102567041802,86.60078770942715,107.13648
360,272.65820785470436,207.86295286054934,107.07169
72,80.65660553954386,85.21433620148605,107.1083
61,66.82150484510152,50.36937894710361,107.141174
94,106.92360570461408,115.84858910468645,107.096245
180,145.67735067857708,113.03674815314531,107.13059
155,143.33373842981732,133.15786682223418,107.10369
40,45.83919847846932,41.69943276088907,107.13424
84,83.18372040312498,75.4236352006921,107.09327
152,165.57589287307988,154.30526692901736,107.083405
