actual_rul,lightgbm_pred,svm_pred,lstm_pred
92,94.00020963121031,89.15725978856972,107.24538
34,31.177675313259225,25.236957688156828,107.24596
56,49.920972094126896,53.08857822718434,107.246475
183,130.7710357260983,133.46523006713497,107.24657
137,152.19037081140172,163.5945578688793,107.24637
137,181.01177503745885,166.06337553859163,107.24654
10,8.598185648744115,6.3391332580311825,107.24655
33,37.015249121901064,37.86125170403809,107.24563
196,165.60353890417971,154.40894683121996,107.245514
29,30.366511183864745,37.26429529859059,107.24733
76,58.67700680457568,55.06212224189499,107.247055
136,150.5762908328195,152.8160680231449,107.246216
110,122.55139101843821,113.311908565653,107.246376
93,109.04747281511122,87.68131431178794,107.24697
62,61.791788763259184,58.87014701224019,107.246315
11,14.561908280018859,11.232502801488167,107.24687
180,141.28270362116766,130.07850781824249,107.24519
56,56.14284653506609,57.06502173394664,107.2464
40,39.97952130627189,40.805350486616184,107.24625
69,57.47042170356349,56.64107467100326,107.24649
135,125.27902120236104,114.17148387992701,107.246506
100,147.41699165232208,143.38551669601154,107.246826
135,184.12887474897454,160.19249416787022,107.247406
77,84.2115249286852,88.99283847538207,107.24718
21,28.551592817757374,27.79019352379975,107.24681
135,176.6075217856755,190.29092255978048,107.24606
186,224.13430659901883,193.56448620320526,107.24746
44,35.23917758266138,43.42215465271829,107.24692
140,164.99332730282617,162.3125077994715,107.24533
111,165.95147318253035,145.8569597782525,107.24672
161,157.44053296100662,147.9643709299016,107.24726
139,139.60543874040613,152.33242552191848,107.24708
28,31.107024315669683,33.13305158310686,107.24637
129,117.3145889207383,117.13121766850341,107.24631
108,117.31134935737468,113.04882124226427,107.24736
25,28.629718622478048,31.457014075358288,107.24698
53,72.83486951247315,67.25845602082421,107.24606
113,122.23794796224016,116.11230941568492,107.246445
135,96.74757504894357,80.09003336565321,107.24705
206,196.09106898996748,179.93014528716844,107.24659
87,63.15317311676395,63.947190872710735,107.24869
189,180.6495892944165,183.78083978628553,107.24658
175,158.03688538077287,151.55696301944732,107.24729
84,90.67082550864039,86.22996501305701,107.24727
137,109.15048254366394,108.63952240701552,107.24663
144,118.4497665375403,105.78414504306403,107.24719
360,270.2972269871279,198.95126804961387,107.247154
72,77.6392372547594,83.92400951627613,107.247444
61,69.19305252849546,60.66750262176244,107.24766
94,104.1815293914476,112.73848214162925,107.245895
180,117.68947607743705,100.7992699610368,107.24691
155,133.63790723486193,124.15144138014962,107.246895
40,39.603925932256736,35.416337398622176,107.24742
84,96.8510750402786,94.1841164298345,107.246765
152,165.44563580954272,158.9091529483955,107.24686
82,63.923213925493805,59.937784384823914,107.24727
186,180.71544142096178,167.85653245992353,107.24646
21,24.444349506435707,27.910209337862668,107.2475
2,1.5895894525435925,16.29376081663269,107.24643
34,40.85829357050972,34.021809687775125,107.24597
90,101.21825788653246,94.34233004681167,107.24644
49,64.54043014489156,59.37876197000472,107.24689
122,115.06022702558468,116.59258219120906,107.24614
119,165.96887361329402,138.03494946912127,107.24635
174,191.71766465177143,190.698474225721,107.24648
276,241.01433919179937,202.16042711010203,107.24647
196,186.74389354263977,193.41086792657165,107.24704
28,38.65916874834994,33.747199602447665,107.24763
109,135.9370891672693,149.38662457673095,107.24565
60,83.29183830519138,74.78019713877427,107.24679
63,48.86997818842881,45.70643390198187,107.24631
12,15.184626201266859,15.730342284922372,107.24548
158,165.63572838134132,162.86779431563775,107.24594
219,168.9711681748187,179.27730322483683,107.24773
27,30.38939853125793,28.61269880214033,107.24782
128,98.74509946979215,79.70464068525497,107.24556
105,87.53192864704009,87.54594794009856,107.2462
108,101.31734184016788,103.21944455015905,107.24603
102,129.60851411236519,116.7613816288187,107.24643
140,137.21833738068284,148.10880818729555,107.246216
109,146.54675252809957,150.92934293494525,107.24629
86,96.45617445135875,115.96399794104933,107.24734
27,27.519625351892305,21.80497290397382,107.24733
153,190.1981238891195,178.75957570275173,107.24588
121,120.55983765156203,138.90669788170788,107.246605
119,125.40083738763072,114.87588710272095,107.247665
99,80.03758831844206,73.53164725765544,107.24603
122,176.67975212774024,164.26143552666687,107.24602
118,121.04522820741639,114.67147109068077,107.24704
144,210.75032561004835,175.39385148349498,107.24644
13,14.27652755412625,7.4944168015870645,107.24735
58,60.637109774927026,56.4707820552476,107.24481
59,68.8911835366107,61.333861548886496,107.24648
70,85.21976372051013,77.13605114729614,107.246124
160,179.53482997413607,183.63694238294582,107.24705
78,91.40130572598618,84.61670461169828,107.247574
84,100.38118318498819,99.54688987932848,107.246704
164,145.51297531707093,142.20446992286395,107.246216
85,64.34309841121268,61.24558161118796,107.24657
294,230.68213650379414,185.99575437887984,107.24643
181,180.54758957369077,160.9702781085561,107.247345
40,44.899212743147885,43.089104166030296,107.24654
293,212.83547618045012,183.31300469399648,107.246216
49,69.78617169190426,74.92362382954184,107.246414
37,42.189913633257554,46.620245715927446,107.24634
220,200.75534265108,195.57149800069232,107.24623
113,152.54706449062454,147.36100517173244,107.24774
128,123.9673636015598,121.91593937952851,107.24637
77,74.6976252464352,73.53493615901182,107.246124
73,64.7497803298272,62.77729295645229,107.24646
33,37.1375148652882,34.134976700788556,107.2462
33,38.2281112300592,40.425588827261095,107.24616
187,180.95030885509775,182.10344280067233,107.2459
176,160.02750032711495,157.85701114631715,107.24768
175,146.04769876161882,135.38391151310367,107.24773
62,58.15588962496704,60.07003546932359,107.24722
217,182.06572957944246,188.7010000286047,107.24587
26,28.412075926665757,29.403450564967308,107.247635
188,171.70774871121108,148.79501978820053,107.24552
95,124.91018541517141,96.99368034842959,107.24748
192,185.47370659809565,185.48837062845894,107.24682
18,19.53837723505145,16.927929908323733,107.24744
105,150.05291470002388,145.2334104606502,107.245735
152,162.47392269270702,141.88006098237793,107.24695
204,230.38782530375127,194.7724277853174,107.24654
102,110.06759974333563,99.67512713743741,107.24824
17,15.25888159795695,12.386502729184258,107.24645
2,1.550296619399565,-0.864624266299856,107.24584
17,26.637648166155767,26.053066905488485,107.2451
59,56.6615646433475,50.030172549720135,107.24559
57,36.504302380436926,39.001680905668096,107.24642
38,44.88252712717493,45.580343977019744,107.24623
292,179.04388019284266,160.11408366589737,107.246124
32,30.522332768334017,30.349793956841275,107.24704
110,101.17736451828766,100.60138031524444,107.24579
102,116.28976526161507,143.4242138628615,107.24701
20,17.956267326638518,11.021563839326774,107.247505
70,111.81646891797449,102.2086513870535,107.24492
50,63.15840573261361,55.66537829410151,107.24666
260,191.63860829964347,166.32477802073458,107.24596
154,153.52000731200943,147.84033064798587,107.246826
99,124.14685532399777,120.47801000705968,107.24608
117,89.83264410365146,93.45203500017877,107.24686
26,31.30080805342752,33.1699107671013,107.24749
127,215.35926027748602,180.7851499967776,107.24559
287,203.82841356380314,161.92556838630816,107.24703
73,82.40950471072576,75.54326387059025,107.246796
7,8.627577880637373,1.6740495781090345,107.24632
109,96.34458963854354,88.21959144035418,107.245
91,75.38628845219682,78.2700225518052,107.24688
72,80.26191588545575,73.87646737722878,107.24589
39,31.03010338481058,32.12393707256429,107.24616
11,11.711745846783764,10.04890041208796,107.24628
107,102.99377015463799,96.2972612425381,107.244965
51,60.5476259464114,59.97188276963905,107.24686
272,224.50922922603152,188.02956054082324,107.24684
6,4.495320744004157,1.3532585522896596,107.24691
166,188.86065201795964,170.67792597475434,107.245926
34,38.556332312151156,34.69878492846102,107.24759
212,174.27977716951966,160.36947616170073,107.24582
52,42.75694853095487,40.214795005921644,107.2476
12,14.281518070280564,14.76301953384209,107.245926
86,87.39000857425339,81.95555476428933,107.24521
154,205.98474791700298,182.870595550916,107.24733
38,50.607904581371905,46.86029036862229,107.24779
77,82.35201627301731,70.57161514580913,107.24608
88,77.1277042242609,76.45155020272163,107.24669
7,9.311623844934502,2.4732157239891563,107.24721
208,196.09705568900677,196.51107223978326,107.24498
136,119.29248701247195,116.8738578883868,107.24779
92,124.11379281201604,104.9771153874373,107.24692
91,61.870139738500605,50.48851403783456,107.24664
151,150.69475854384885,159.83448173955054,107.24637
168,174.7050626810903,196.48396279749682,107.24716
164,161.93089932504407,166.68842454126647,107.24754
201,166.27888097689714,150.84280178501157,107.247444
184,207.5693021795375,198.28443547554429,107.246025
10,9.69890967826577,4.243593632787807,107.24789
196,195.70257693823555,194.74237709638817,107.24564
86,90.3910661396371,89.65638892300949,107.24784
57,62.44985105353804,57.000420071111456,107.246666
155,135.09172993692908,130.98712362322104,107.24635
41,53.5559458655975,50.82388904578459,107.24648
93,82.7821228957783,78.43512526823079,107.24611
168,193.63883198572816,187.98211529725518,107.24574
8,8.855632124064508,12.773778906049799,107.24753
215,179.82312516945083,166.58953661280168,107.24567
109,120.38951257031933,120.87509446450835,107.24749
91,101.39847978842052,100.31436284744693,107.246315
80,94.53092164343629,87.73362672273609,107.24657
156,171.64593651798938,161.3923470800454,107.24652
125,107.78072127516789,93.7938530088609,107.24661
171,179.1230814951354,174.2752194643872,107.24713
179,207.24634985745945,177.83892119590558,107.247894
151,150.56847892707998,138.52359838249876,107.2469
229,186.95419109418899,139.6526346803961,107.247154
203,213.20219337526402,199.43713966554924,107.246735
9,14.654388692474724,7.3709828344056945,107.2477
108,125.72959676501567,109.25844809789129,107.245834
102,113.17460986992035,102.4978799294919,107.24665
259,224.04833986871543,199.72565886860352,107.245895
145,169.2710194556985,168.73731222849307,107.247696
59,45.19262470052113,44.03878508275861,107.24754
169,167.55620115724943,166.7599733872698,107.245895
34,39.2971779654244,40.32494001677677,107.246765
98,81.53909985552791,83.0228597722082,107.246124
197,189.9019686328246,193.31987558041453,107.24591
142,121.61365600087635,125.91533393740849,107.24774
81,83.30083883868888,86.55638679606444,107.2464
99,127.35805670266943,138.58815215925037,107.247086
5,5.452784921661314,12.115119735877144,107.24701
139,145.63583515317418,149.1334490227244,107.24551
111,109.41725390766277,97.17447009890476,107.24711
160,170.07683308222173,165.07455317773224,107.246765
90,113.27630267996923,107.32554729358586,107.246254
66,72.63706538319948,63.310729482187654,107.24605
159,173.56517041138846,161.79238411050554,107.24693
136,113.64059338080816,100.56287279576505,107.24742
76,86.96106496583828,95.93246448608556,107.24625
77,88.41804533094364,90.3621475466676,107.247215
164,171.41590498777077,163.57842709531832,107.246925
94,104.58300024816116,119.74621727383584,107.24634
79,60.68765824297318,54.8698675878515,107.24744
62,76.29610330136498,67.54650110541748,107.2462
77,82.19207079658717,81.71296338745668,107.24618
273,184.02548789254746,152.21830153430165,107.24719
18,14.907599744884307,7.676958980647271,107.24608
255,238.7151721824558,190.4489152603469,107.24577
101,100.7009294386874,100.25581659364272,107.246826
66,73.22982288191068,70.45216715067144,107.246994
141,147.02101377219003,144.51716674025175,107.24623
194,209.1664866036577,199.29784511249767,107.24697
142,121.575051520658,116.9117355594664,107.24771
161,164.94845580860837,151.62837612020488,107.24664
109,142.97951566160685,137.19079033679304,107.24633
7,8.851434457467896,5.276204915004868,107.24665
164,160.30883017788068,166.3131297679617,107.2453
4,6.281266486906773,8.642496695014245,107.24731
169,154.81328718339955,161.910191125444,107.2451
139,154.94508175527184,145.16053388369693,107.24629
19,21.89532001235596,20.451977397268273,107.2473
119,177.90168361260902,155.93334256551336,107.246155
4,2.574797289517163,1.1902689097830574,107.24667
5,2.698657553477766,11.22159463756833,107.24557
107,153.44492444310723,147.92185636890088,107.24489
131,123.37667807330773,113.91822083303482,107.24722
52,43.86790993701305,47.406468530178216,107.246315
131,145.8231964239546,124.73705664688103,107.24537
105,165.28011711742886,146.7965623183249,107.24669
25,23.270582719612737,28.326855150132616,107.24724
90,120.12790226590819,124.96365112852479,107.245926
72,115.5575680186475,104.38010890827465,107.247375
